ltable_id,rtable_id
165,21794
165,21812
2434,2689
2471,19283
35,10093
1104,1397
970,6930
1360,994
545,3627
545,7622
545,9656
545,11634
545,11636
1466,13592
721,9771
721,9809
721,9894
721,12340
721,13070
721,16453
721,16730
721,16969
721,17074
721,21304
1086,9809
1086,9894
1086,12340
1086,13070
1086,16453
1086,16730
1086,17074
1086,21304
1291,9771
1291,9809
1291,9894
1291,12340
1291,13070
1291,16453
1291,16730
1291,17074
1291,21304
1904,9809
1904,9894
1904,12340
1904,13070
1904,16453
1904,16730
1904,17074
1904,21304
39,10872
1198,14823
1112,10800
1353,880
1487,3573
1516,888
1937,8500
2005,889
2005,1913
2005,8162
2005,8163
2005,8238
2005,10203
2005,12159
2005,15346
2005,18272
2005,18849
2005,21449
2005,21895
2005,22015
2439,6814
85,9262
749,15430
754,517
754,1497
754,1882
754,1917
754,2733
754,3491
754,4278
754,5465
754,6525
754,13485
754,13833
754,15837
754,16369
754,16370
754,16418
754,16419
754,16541
754,16657
754,16947
754,18233
754,19641
754,20537
754,20850
1031,13438
1458,16055
2031,9533
2058,517
2058,1882
2058,1917
2058,3491
2058,4278
2058,6525
2058,13485
2058,13833
2058,15837
2058,16369
2058,16370
2058,16418
2058,16419
2058,16657
2058,16947
2058,18233
2058,19641
2058,20850
2353,13476
2459,7486
317,1082
1022,12116
2369,20052
46,11687
46,18034
543,2096
543,5373
543,6643
543,6653
543,7396
543,10001
543,13374
543,13376
543,16624
543,16895
543,16944
543,16990
543,17228
543,17263
543,17540
543,17585
543,17734
543,17867
543,18137
543,18177
543,19768
543,20556
543,20968
543,21283
548,3414
649,2096
649,5373
649,6643
649,6653
649,7396
649,10001
649,13374
649,13376
649,16624
649,16895
649,16944
649,16990
649,17228
649,17263
649,17540
649,17585
649,17734
649,17867
649,18137
649,18177
649,18882
649,19768
649,20556
649,20968
649,21283
1915,1772
1915,2096
1915,5373
1915,6643
1915,6653
1915,7396
1915,10001
1915,13374
1915,13376
1915,16624
1915,16895
1915,16944
1915,16990
1915,17228
1915,17263
1915,17540
1915,17585
1915,17734
1915,17867
1915,17963
1915,18137
1915,18177
1915,18476
1915,19768
1915,20556
1915,20968
1915,21211
1915,21283
2088,17263
2165,1772
2165,2096
2165,5373
2165,6643
2165,6653
2165,10001
2165,13374
2165,13376
2165,16624
2165,16895
2165,16944
2165,16990
2165,17228
2165,17263
2165,17540
2165,17585
2165,17734
2165,17867
2165,17963
2165,18137
2165,18177
2165,18476
2165,19768
2165,20556
2165,20968
2165,21211
2165,21283
2334,10108
2485,8095
51,1621
51,17906
1171,1621
1171,3913
1171,12016
1171,12100
1171,14103
1171,16399
1171,16400
1171,16665
1171,16666
1171,16974
1171,16975
1171,16978
1171,17249
1171,17318
1171,17569
1171,17570
1171,17571
1171,17976
1171,18214
1171,18215
1171,18524
1171,20192
1171,21251
1417,1621
1417,3913
1417,12016
1417,12100
1417,14103
1417,16399
1417,16400
1417,16665
1417,16666
1417,16974
1417,16975
1417,16978
1417,17249
1417,17569
1417,17570
1417,17571
1417,18214
1417,18215
1417,18524
1417,20192
1417,21251
2360,12048
389,10543
693,637
693,8066
1180,222
1180,274
1180,493
1180,607
1180,651
1180,752
1180,1694
1180,1938
1180,2033
1180,2620
1180,2625
1180,3190
1180,4441
1180,4531
1180,4952
1180,5049
1180,6094
1180,6629
1180,6652
1180,7833
1180,8066
1180,9494
1180,9993
1180,10007
1180,11774
1180,12362
1180,12547
1180,12604
1180,13938
1180,14138
1180,14447
1180,15135
1180,15566
1180,15567
1180,16827
1180,17075
1180,17332
1180,17333
1180,17405
1180,17406
1180,17645
1180,17730
1180,18055
1180,18056
1180,18107
1180,18333
1180,18348
1180,18349
1180,18589
1180,18678
1180,19196
1180,19446
1180,20900
1180,21171
1180,21258
1180,21546
1180,21800
1334,55
1334,222
1334,274
1334,493
1334,607
1334,651
1334,752
1334,1694
1334,1938
1334,2033
1334,2620
1334,2625
1334,3190
1334,4441
1334,4531
1334,4952
1334,5049
1334,6094
1334,6559
1334,6629
1334,6652
1334,7833
1334,8066
1334,8196
1334,9494
1334,9993
1334,10007
1334,11774
1334,12362
1334,12547
1334,13938
1334,14138
1334,14447
1334,15135
1334,15566
1334,15567
1334,16827
1334,17075
1334,17332
1334,17333
1334,17386
1334,17405
1334,17406
1334,17645
1334,17702
1334,17730
1334,18055
1334,18056
1334,18333
1334,18348
1334,18349
1334,18589
1334,19196
1334,19446
1334,20900
1334,21171
1334,21258
1334,21546
1334,21800
1508,19514
1635,20243
2026,18648
2206,55
2206,274
2206,493
2206,607
2206,1694
2206,1938
2206,2033
2206,4441
2206,4952
2206,5049
2206,6094
2206,6629
2206,6652
2206,7833
2206,8196
2206,9494
2206,9993
2206,10007
2206,11774
2206,12362
2206,12547
2206,13938
2206,14138
2206,14447
2206,15135
2206,16827
2206,17075
2206,17332
2206,17333
2206,17386
2206,17405
2206,17406
2206,17645
2206,17730
2206,18055
2206,18056
2206,18333
2206,18348
2206,18349
2206,18589
2206,19196
2206,19446
2206,20900
2206,21171
2206,21258
2206,21800
2365,8618
366,1931
589,15495
893,11620
1380,20890
600,12881
646,6840
646,11842
1504,912
1504,4817
1504,10838
1504,11842
1504,12879
1614,11350
1870,4691
1870,10614
1870,12095
1870,18080
2102,12880
637,15920
1432,6230
1868,4494
1895,7660
299,4644
546,300
546,7405
546,16663
546,16727
546,17482
546,18578
546,18640
546,20700
572,737
572,19559
1903,10674
2211,4646
69,2810
69,21810
2276,849
2276,2810
2276,5669
2276,7945
2276,11255
2276,14641
2276,16662
2276,16795
2276,16796
2276,16991
2276,17187
2276,17298
2276,17299
2276,17693
2276,17694
2276,17924
2276,18861
2276,18970
2276,19006
2276,19094
2276,21810
2276,21959
102,11759
1071,16126
2059,5734
2260,13722
2340,3758
1623,6592
1770,10582
2117,14557
2521,2651
2521,2657
2521,2660
2521,4556
2521,6592
2521,6593
2521,10576
2521,10584
2521,14551
150,8330
150,17183
150,18661
909,8330
909,17183
909,18661
1156,15132
1661,18661
78,6539
78,7970
78,9986
185,4506
185,5929
654,14489
1202,624
1202,4504
1202,9988
1202,11953
1202,13912
2392,15893
203,268
203,2340
203,3544
203,3930
203,6061
203,7591
203,8026
203,8136
203,13797
203,13902
203,14292
203,15000
203,16378
203,16379
203,16434
203,16435
203,16633
203,17235
203,17237
203,17239
203,17280
203,17549
203,17659
203,17938
203,17939
203,17940
203,18554
203,18555
203,18556
203,18570
203,18821
203,19689
203,20593
203,21199
203,21254
203,21937
1179,268
1179,2340
1179,3544
1179,3930
1179,6061
1179,7591
1179,8026
1179,8136
1179,13797
1179,13902
1179,14292
1179,15000
1179,16377
1179,16378
1179,16379
1179,16434
1179,16435
1179,16436
1179,16633
1179,17234
1179,17235
1179,17237
1179,17280
1179,17549
1179,17659
1179,17938
1179,17939
1179,17940
1179,18554
1179,18555
1179,18556
1179,18558
1179,18570
1179,18821
1179,19689
1179,20593
1179,21199
1179,21254
1179,21937
80,6526
360,11566
803,4121
903,16989
1513,1592
1577,13540
1619,9585
1833,9342
2125,16072
2245,3566
936,14004
1797,6004
126,1555
329,7314
465,15278
547,9295
872,15268
1200,19354
1210,1324
1210,15279
1441,15284
1673,159
1673,1318
1673,1328
1673,3299
1673,6524
1673,9306
1673,11277
1673,16668
1673,16979
1673,17255
1673,17907
1673,17908
1673,17909
1673,18780
1673,19080
1909,11284
2273,5255
2527,13282
1005,11657
2326,1681
2488,5635
104,11791
1567,3850
1567,16362
1567,17520
1313,6791
1313,7836
1313,8829
828,10887
1391,2976
108,21589
108,21709
149,19030
481,986
1509,9332
1843,9691
1843,14851
114,9223
1208,3254
1473,3250
1813,1607
2328,16934
2328,18170
491,19957
567,12173
1845,185
2072,4159
2462,14117
2425,648
2425,1449
2425,1626
2425,1941
2425,4195
2425,4241
2425,6679
2425,7797
2425,11066
2425,11925
2425,12298
2425,13394
2425,13615
2425,13827
2425,14337
2425,14720
2425,16133
2425,16335
2425,19192
2425,19731
2425,21094
2425,21914
2425,21979
603,21731
854,7978
854,11570
854,12470
854,18140
854,18174
854,18523
854,18782
976,7978
976,11570
976,12470
976,18140
976,18174
976,18523
976,18782
1218,5267
1936,11295
2522,3324
118,16542
118,17041
120,4228
120,6852
690,10843
690,12896
690,20725
346,8304
416,19475
480,376
480,2322
480,4246
1066,4246
1066,8297
1044,3009
2476,6955
128,2701
128,10640
399,713
399,2708
399,4613
399,6635
399,8684
1024,12674
1095,2702
2339,2236
129,1675
129,5647
129,5912
129,5956
129,7104
129,8418
129,8470
129,8638
129,9581
129,9844
129,9953
129,10595
129,13781
129,14562
129,15981
129,16568
129,16569
129,18110
129,18809
129,19488
129,19806
129,20780
1854,10030
133,18758
382,617
382,6534
382,6864
382,8585
382,9222
382,12418
382,12583
382,15851
382,16567
382,17150
382,17698
382,20042
382,21122
382,21203
2092,6122
2516,20309
1510,19042
1891,15304
1966,656
404,1995
404,2233
404,2234
404,2592
404,4401
404,4634
404,5643
404,9772
404,9978
404,10217
404,14158
404,16599
404,17018
404,17020
404,17625
404,18313
404,18575
404,18577
404,20856
404,21379
404,21879
404,22048
261,3238
362,3235
218,5046
375,5041
1185,15
1185,11034
1185,11039
1185,19603
159,21095
2387,20821
168,20286
1175,19245
1403,5919
1403,21315
457,8018
667,7079
950,15942
2016,12006
176,4854
672,2944
710,2945
1973,3155
1963,6961
2278,3119
2278,4778
2278,6482
2278,8545
2278,8930
2278,11465
2278,12523
2278,12524
2278,12525
2278,12937
2278,13096
2278,14379
2278,14445
2278,14657
2278,17475
2278,19082
2278,19505
2278,20947
2278,21067
388,3161
388,5879
388,13136
2194,5101
2345,15061
290,5514
771,9555
922,13506
2073,15479
1934,1582
1934,6825
1934,16032
1934,16330
1934,17282
1934,20686
2124,11564
2329,14073
202,2447
306,1486
306,9997
306,11972
306,13435
798,6373
798,10254
1468,2293
2288,1486
2288,9997
2288,11972
2288,13435
1949,6235
802,276
802,748
802,2792
802,4653
802,10221
802,18065
802,18299
802,20421
802,20673
1975,8180
2519,2668
498,4831
943,4831
943,12901
1512,20844
234,390
234,3077
234,8311
234,13587
234,14234
234,15624
234,16289
234,16881
234,17806
234,17984
234,18121
234,18122
234,18123
234,18296
234,18683
234,19263
234,19749
234,20923
234,20973
234,20974
234,21255
234,21907
2209,390
2209,3077
2209,8311
2209,13587
2209,14234
2209,15624
2209,16289
2209,16290
2209,16573
2209,16574
2209,16575
2209,16881
2209,17806
2209,17984
2209,18121
2209,18122
2209,18123
2209,18296
2209,18683
2209,19263
2209,19749
2209,20923
2209,20973
2209,20974
2209,21255
2209,21907
239,10617
2089,7048
1956,16815
723,1689
723,1690
1367,9677
259,10734
1413,2788
1451,14173
1656,14169
919,10170
919,16469
919,16640
919,16713
919,17287
919,17371
919,17879
919,18252
919,19687
919,20557
2534,10170
2534,16469
2534,16713
2534,17287
2534,17879
2534,18252
2534,18650
2534,19687
2534,20557
1591,10435
1591,17447
1591,17448
1591,18763
636,9151
281,7824
286,18626
601,812
601,7711
601,13672
601,16656
601,18201
601,18837
601,20667
307,10209
309,19291
1124,15647
2201,332
2201,1973
2201,3927
2201,7966
316,20492
714,16478
1301,6494
319,21483
376,9389
2029,14035
469,2720
323,1244
2540,5175
599,556
722,12995
1907,10481
2047,8524
2047,14431
328,14369
338,4114
338,7071
338,7899
338,10459
338,10464
338,11911
338,13871
338,13873
338,16116
338,16241
338,17514
338,17740
1166,4114
1166,7071
1166,7899
1166,10459
1166,10464
1166,11911
1166,13871
1166,13873
1166,16116
1166,16241
1166,17514
1166,17740
1529,1441
1594,11403
1784,11403
1805,9602
1805,9613
1805,12130
378,21690
1036,277
1036,324
1036,2160
1036,2451
1036,2753
1036,5859
1036,6948
1036,9683
1036,9687
1036,10886
1036,12718
1036,12720
1036,13172
1036,14653
1036,16286
1036,16303
1036,16440
1036,16907
1036,17052
1036,17262
1036,17389
1036,17820
1036,18592
1036,18603
1036,19799
1036,20093
1036,20671
1036,20710
1036,21194
1036,21226
1751,20117
385,11728
385,18965
2030,3892
2030,4794
2030,7162
2030,9801
2030,11392
2030,16931
2030,19274
2030,21049
2030,21342
2030,21962
429,3273
1141,9253
666,12514
1137,4429
2121,6476
2146,6470
2437,9970
2437,11924
2447,1758
2447,2473
2447,4194
2447,5461
2447,6121
2447,6597
2447,7783
2447,8053
2447,8639
2447,14563
2447,15771
2447,16247
2447,16925
2474,14437
2543,2533
678,8962
2233,12203
448,13173
453,10899
818,979
1564,6914
697,8919
697,9569
1603,228
1603,253
1603,291
1603,1467
1603,3763
1603,7560
1603,7736
1603,7737
1603,7781
1603,8148
1603,8275
1603,8919
1603,9247
1603,10188
1603,10743
1603,11738
1603,13227
1603,13577
1603,14576
1603,15058
1603,15316
1603,15730
1603,16219
1603,16220
1603,16221
1603,16222
1603,16223
1603,16224
1603,16225
1603,16226
1603,16227
1603,16230
1603,16231
1603,16389
1603,16473
1603,16514
1603,16515
1603,16516
1603,16517
1603,16518
1603,16519
1603,16520
1603,16592
1603,16650
1603,16651
1603,16652
1603,16746
1603,16747
1603,16820
1603,16821
1603,16822
1603,16823
1603,16824
1603,16825
1603,16952
1603,16966
1603,16967
1603,16968
1603,17015
1603,17026
1603,17027
1603,17036
1603,17092
1603,17093
1603,17094
1603,17095
1603,17096
1603,17097
1603,17098
1603,17100
1603,17101
1603,17102
1603,17103
1603,17104
1603,17105
1603,17195
1603,17252
1603,17315
1603,17329
1603,17330
1603,17356
1603,17398
1603,17399
1603,17400
1603,17401
1603,17402
1603,17403
1603,17563
1603,17564
1603,17565
1603,17635
1603,17651
1603,17652
1603,17717
1603,17718
1603,17719
1603,17720
1603,17721
1603,17722
1603,17723
1603,17724
1603,17725
1603,17726
1603,17727
1603,17823
1603,17824
1603,17988
1603,18003
1603,18047
1603,18048
1603,18049
1603,18050
1603,18051
1603,18052
1603,18203
1603,18204
1603,18205
1603,18284
1603,18339
1603,18340
1603,18342
1603,18343
1603,18344
1603,18345
1603,18399
1603,18510
1603,18511
1603,18581
1603,18966
1603,18967
1603,19253
1603,19405
1603,20249
1603,20672
1603,20827
1603,20828
1603,21106
1603,21497
1603,21655
1603,21863
811,5375
2179,1466
2179,7121
2179,16755
2179,16858
2179,17131
2179,17522
2179,17768
2179,17770
2179,17771
2179,18090
2179,18386
2179,18387
467,8205
467,16407
467,16942
467,16981
467,19979
1884,8205
1884,16942
1884,16981
1884,19979
895,12463
1874,14194
474,11185
1650,11185
1650,16557
475,781
475,12746
524,7891
524,13867
1497,8207
973,21568
1771,870
1771,8229
1771,16306
1771,17494
1771,18141
1771,21207
1816,235
1816,16306
1816,16308
1816,17494
1816,18141
2216,121
2216,235
2216,16306
2216,16308
2216,16912
2216,17741
2216,17827
2216,18141
2216,18154
2412,121
2412,18141
497,21713
1335,11945
1335,17757
1335,18159
1335,20312
1335,21874
1335,21881
635,5788
635,9855
635,15759
688,8482
1145,21006
1381,2867
1381,2872
1381,7191
1381,9105
1381,12559
1381,17862
1381,17913
1381,17914
1381,18219
1541,2867
1541,2868
1541,2870
1541,2872
1541,6801
1541,7191
1541,9105
1541,10790
1541,14754
1541,17536
1541,17862
1541,17913
1541,17914
1541,18219
1541,19576
2149,21006
2359,2867
2359,2868
2359,2872
2359,6801
2359,7191
2359,9105
2359,10790
2359,12559
2359,17862
2359,17913
2359,17914
2359,18219
2359,19576
511,1392
898,15335
1875,9386
1615,12973
2411,233
2411,1010
2411,2893
2411,4042
2411,6874
2411,8021
2411,8906
2411,9885
2411,10224
2411,12458
2411,14780
2411,15605
2411,17780
2411,17849
2411,18682
2411,19528
2411,20681
2411,21105
522,14014
848,602
848,3153
2142,5920
528,21347
1992,1274
1992,17191
2018,5207
2018,17191
972,787
972,788
972,2774
972,4590
972,16269
972,16548
972,16654
972,16826
972,17106
972,17404
972,18346
972,18347
972,19521
972,20080
1077,2085
1077,11975
1077,14305
1077,17912
1077,18218
1077,19361
1077,19999
2101,15843
583,4108
583,7511
583,7895
583,10414
583,10429
583,12616
583,14352
583,15998
583,19108
861,4108
861,7511
861,7895
861,10414
861,10429
861,12616
861,14352
861,15998
861,19108
1064,4108
1064,7511
1064,7895
1064,10414
1064,10429
1064,12616
1064,14352
1064,15998
1064,19108
1216,4108
1216,7511
1216,7895
1216,10414
1216,10429
1216,12616
1216,14352
1216,15998
1216,19108
1889,4108
1889,7511
1889,7895
1889,10414
1889,10429
1889,12616
1889,14352
1889,15998
1889,19108
1947,4108
1947,7511
1947,7895
1947,10414
1947,10429
1947,12616
1947,14352
1947,15998
1947,19108
1967,4108
1967,7511
1967,7895
1967,10414
1967,10429
1967,12616
1967,14352
1967,15998
1967,19108
1968,4108
1968,7511
1968,7895
1968,10414
1968,10429
1968,12616
1968,14352
1968,15998
1968,19108
2489,4108
2489,7511
2489,7895
2489,10414
2489,10429
2489,12616
2489,14352
2489,15998
2489,19108
604,15829
1140,9097
611,8429
769,6362
957,2441
957,5245
957,10718
957,18111
957,18865
957,19807
1602,18111
816,11998
711,7671
745,11810
624,4039
938,15252
1356,11269
1829,19353
648,13404
648,13405
639,10128
1542,10127
735,12273
1609,2509
681,20251
1315,20251
2378,11830
750,10530
759,8381
805,14294
1369,14864
2200,3293
2200,6506
2200,16196
2200,18605
2200,19317
2444,3293
2444,6506
2444,16196
2444,18605
2444,19317
821,11909
2408,5518
857,7347
1550,3356
1550,8227
1550,9394
1550,16337
862,1845
862,11818
875,4226
1792,8494
1663,16243
910,8105
910,16484
1938,19138
1638,248
1638,2219
1638,7099
1638,7590
1638,9614
1638,10333
1638,12184
1638,14346
1638,14574
1638,15607
1638,16232
1638,16475
1638,16523
1638,16524
1638,16525
1638,16526
1638,16527
1638,16748
1638,16828
1638,16829
1638,16830
1638,17037
1638,17038
1638,17334
1638,17407
1638,17408
1638,17409
1638,17410
1638,17789
1638,18033
1638,18057
1638,18058
1638,18059
1638,18285
1638,19256
1638,19412
1638,19726
1638,20226
1638,20581
1638,21259
1638,21262
1638,21619
1123,17358
937,19775
1402,20183
958,5824
958,14666
958,16441
958,17446
958,17452
961,14317
963,10069
963,17934
963,20916
